# CleaveLand4 degradome density
# Sat Nov 17 00:18:12 PST 2018
# Degradome Reads:I_TnF2.fa
# Transcriptome:Tae.TGACv1.cdna.fixed.fa
# TranscriptomeCharacters:328404938
# Mean Degradome Read Size:20
# Estimated effective Transcriptome Size:325302598
# Category 0:43798
# Category 1:47530
# Category 2:422658
# Category 3:139407
# Category 4:2754447

## TEST 1: No significant cut sites in either treatment.
## TEST 1: No output.
@ID:TRIAE_CS42_U_TGACv1_642099_AA2111460.1
@LN:944
45	1	4
76	2	2
81	1	4
90	1	4
123	1	4
144	1	4
159	1	4
177	2	2
246	1	4
269	1	4
271	1	4
274	1	4
287	2	2
304	1	4
321	1	4
344	1	4
345	2	2
351	1	4
359	1	4
362	1	4
371	1	4
374	1	4
381	1	4
413	1	4
425	1	4
429	1	4
455	1	4
460	1	4
464	1	4
484	1	4
513	1	4
519	2	2
526	1	4
533	1	4
535	1	4
537	1	4
542	1	4
545	1	4
551	1	4
559	1	4
564	1	4
565	1	4
570	1	4
575	1	4
579	1	4
582	1	4
587	1	4
596	1	4
599	1	4
664	1	4
673	3	2
679	6	0
682	2	2
684	1	4
710	1	4
731	1	4
740	1	4
769	1	4
793	1	4
798	1	4
805	3	2
806	1	4
810	1	4
813	1	4
814	2	2
815	1	4
821	1	4
825	2	2
831	1	4
875	1	4

## TEST 2: Cut site with significant reads in Inf (pos 528); no reads at the cut site in Uninf.
## TEST 2: Output "TRIAE_CS42_7AS_TGACv1_569469_AA1816820.1	528"
@ID:TRIAE_CS42_7AS_TGACv1_569469_AA1816820.1
@LN:973
226	1	4
252	1	4
395	1	4
527	6	2
528	22	0
529	3	2
541	1	4
550	1	4
554	1	4
557	1	4
559	3	2
563	1	4
567	1	4
590	1	4
593	1	4
614	1	4

## TEST 3: Cut site with significant reads in both treatments (pos 402).
## TEST 3: No output.
@ID:TRIAE_CS42_U_TGACv1_642344_AA2116140.1
@LN:1151
28	1	4
38	1	4
40	1	4
87	1	4
142	1	4
159	1	4
164	1	4
195	1	4
227	1	4
246	1	4
253	1	4
256	1	4
263	1	4
266	2	2
269	1	4
277	1	4
282	1	4
294	1	4
313	1	4
323	1	4
352	1	4
355	1	4
365	1	4
377	1	4
378	1	4
387	1	4
388	2	2
399	1	4
402	26	0
408	1	4
409	1	4
418	1	4
425	1	4
427	1	4
474	1	4
523	1	4
528	1	4
529	1	4
549	1	4
555	1	4
570	1	4
572	1	4
576	1	4
583	1	4
610	1	4
613	2	2
625	1	4
634	1	4
641	1	4
643	1	4
645	1	4
648	1	4
651	2	2
657	1	4
662	1	4
669	1	4
673	1	4
678	1	4
680	1	4
682	2	2
685	2	2
686	3	2
687	1	4
690	1	4
700	1	4
713	1	4
736	1	4
744	1	4
751	2	2
756	1	4
757	1	4
758	4	1
761	4	1
762	1	4
763	1	4
773	1	4
783	1	4
787	1	4
796	1	4
803	1	4
847	2	2
871	1	4
873	1	4
908	1	4
910	1	4
940	1	4
942	1	4
953	1	4
958	1	4
965	2	2
976	1	4
978	2	2
980	1	4
996	1	4
1013	1	4
1025	1	4
1038	1	4
1039	1	4
1040	1	4
1071	1	4
1072	1	4
1073	1	4
1079	1	4
1081	2	2
1082	3	2
1083	1	4
1089	1	4
1105	1	4
1107	1	4
1125	2	2
1126	1	4
1127	2	2
1128	3	2
1129	3	2
1130	1	4

## TEST 4: Significant reads at cut site (pos 883) in Inf; only one read at site in Uninf.
## TEST 4: Output: "TRIAE_CS42_5AL_TGACv1_376988_AA1243030.1	883"
@ID:TRIAE_CS42_5AL_TGACv1_376988_AA1243030.1
@LN:1109
194	1	4
283	1	4
496	1	4
575	1	4
585	1	4
611	1	4
662	2	2
675	1	4
718	1	4
722	1	4
738	1	4
757	3	2
760	1	4
762	2	2
765	1	4
769	1	4
772	2	2
773	1	4
774	1	4
776	2	2
788	1	4
791	2	2
793	1	4
794	1	4
796	3	2
800	2	2
803	1	4
807	1	4
815	1	4
818	2	2
820	1	4
821	1	4
822	1	4
829	1	4
830	1	4
831	1	4
835	3	2
838	1	4
847	1	4
855	1	4
856	1	4
858	2	2
861	1	4
862	2	2
863	1	4
864	1	4
865	2	2
866	2	2
867	1	4
869	2	2
871	1	4
872	3	2
874	5	2
875	2	2
878	2	2
879	2	2
880	2	2
881	6	2
882	1	4
883	17	0
884	2	2
885	1	4
889	1	4
890	2	2
891	1	4
893	2	2
894	4	2
895	1	4
896	4	2
897	5	2
898	1	4
900	1	4
901	1	4
904	1	4
906	1	4
907	1	4
913	1	4
918	1	4
931	1	4
935	1	4
938	1	4
942	1	4
943	1	4
945	1	4
952	2	2
955	1	4
967	1	4
971	2	2
972	1	4
980	1	4
981	1	4
983	1	4
984	1	4
986	1	4
990	1	4
995	1	4
1001	2	2
1004	1	4
1005	3	2
1008	1	4
1011	1	4
1012	1	4
1013	2	2
1014	1	4
1015	2	2
1016	1	4
1017	1	4
1019	1	4
1021	2	2
1022	1	4
1024	1	4
1025	1	4
1029	1	4
1031	1	4
1036	1	4
1039	1	4
1040	1	4
1041	1	4
1042	1	4
1045	1	4
1048	2	2
1051	2	2
1053	1	4
1056	1	4
1058	1	4
1059	4	2
1061	2	2
1062	2	2
1066	2	2
1069	1	4
1070	2	2
1071	2	2
1072	3	2
1073	3	2
1074	1	4
1075	1	4
1076	1	4
1088	1	4

## TEST 5: Significant reads at cut site (pos 231) in Inf; several reads in Uninf.
## TEST 5: No output.
@ID:TRIAE_CS42_4AS_TGACv1_307722_AA1023000.2
@LN:3117
229	1	4
231	16	0
232	1	4
365	1	4
555	1	4
611	1	4
652	1	4
880	1	4
930	1	4
936	1	4
974	1	4
1005	1	4
1038	1	4
1045	1	4
1068	1	4
1072	1	4
1155	1	4
1188	1	4
1196	1	4
1203	1	4
1228	1	4
1260	1	4
1270	1	4
1316	1	4
1319	1	4
1337	1	4
1350	1	4
1387	1	4
1392	1	4
1415	1	4
1417	1	4
1481	1	4
1533	1	4
1575	1	4
1583	1	4
1601	1	4
1605	1	4
1619	1	4
1620	1	4
1640	1	4
1673	1	4
1689	1	4
1694	1	4
1727	1	4
1729	1	4
1754	1	4
1763	1	4
1764	1	4
1769	1	4
1788	1	4
1826	1	4
1836	1	4
1858	1	4
1867	1	4
1894	1	4
1895	1	4
1912	1	4
1966	1	4
2010	1	4
2019	1	4
2033	1	4
2048	1	4
2055	1	4
2068	1	4
2075	1	4
2083	1	4
2089	1	4
2108	1	4
2109	1	4
2157	1	4
2158	1	4
2170	1	4
2224	1	4
2273	1	4
2709	1	4

## TEST 6: Significant reads at cut site in Inf(pos 333); zero reads for the transcript in Uninf.
## TEST 6: Output: "TRIAE_CS42_1BL_TGACv1_035559_AA0146840.1	333"
@ID:TRIAE_CS42_1BL_TGACv1_035559_AA0146840.1
@LN:1513
332	7	2
333	17	0
334	2	2
335	1	4
338	1	4
669	1	4
677	1	4
707	1	4
713	2	2
911	1	4
985	1	4
1005	1	4
1048	1	4
1088	1	4
1094	1	4
1141	1	4
1150	1	4
1151	1	4
1162	1	4
1174	2	2
1204	1	4
1208	1	4
1216	1	4
1227	1	4
1228	1	4
1229	1	4
1231	1	4
1233	1	4
1246	1	4
1258	1	4
1288	1	4
1290	1	4
1291	1	4
1292	1	4
1294	1	4
1300	2	2
1306	2	2
1327	1	4
1337	1	4
1344	1	4
1355	1	4
1407	1	4
1416	1	4
1423	1	4
1440	1	4

## TEST 7: Cut site with significant reads in Inf (pos 2543); no reads at site in Uninf.
## TEST 7: Output: "TRIAE_CS42_5BL_TGACv1_404110_AA1284310.1  2543"
@ID:TRIAE_CS42_5BL_TGACv1_404110_AA1284310.1
@LN:2841
168	1	4
428	1	4
961	1	4
1018	1	4
1274	1	4
1313	1	4
1317	1	4
1333	1	4
1374	1	4
1391	1	4
1408	1	4
1453	1	4
1499	1	4
1553	1	4
1554	1	4
1565	1	4
1576	1	4
1610	1	4
1645	1	4
1648	1	4
1657	1	4
1660	1	4
1668	1	4
1697	3	2
1708	1	4
1719	2	2
1722	1	4
1768	1	4
1777	1	4
1778	2	2
1782	1	4
1789	1	4
1827	1	4
1860	1	4
1890	1	4
1900	1	4
1913	1	4
1946	1	4
1970	1	4
1982	1	4
2034	1	4
2068	1	4
2072	1	4
2107	1	4
2109	1	4
2130	1	4
2137	1	4
2146	1	4
2157	1	4
2158	1	4
2169	1	4
2172	1	4
2290	1	4
2291	1	4
2298	1	4
2301	2	2
2310	2	2
2314	1	4
2316	1	4
2320	1	4
2324	3	2
2327	1	4
2335	1	4
2339	1	4
2341	1	4
2343	2	2
2344	1	4
2353	1	4
2355	1	4
2357	1	4
2358	1	4
2367	1	4
2374	1	4
2394	1	4
2400	1	4
2430	1	4
2448	1	4
2454	1	4
2456	1	4
2459	2	2
2468	1	4
2475	1	4
2486	2	2
2487	2	2
2491	1	4
2500	1	4
2501	3	2
2502	2	2
2505	1	4
2508	1	4
2510	1	4
2512	1	4
2513	1	4
2514	1	4
2515	1	4
2516	2	2
2517	1	4
2518	1	4
2520	2	2
2528	1	4
2530	1	4
2532	1	4
2539	2	2
2543	41	0
2544	9	2
2546	1	4
2551	1	4
2556	1	4
2566	2	2
2568	1	4
2569	1	4
2579	1	4
2647	1	4
2648	1	4
2652	1	4
2656	1	4
2668	1	4
2669	1	4
